sep=|
- - 2022 AADT Report for Albemarle County - -
LINKID|SEQUENCENUMBER|RTE_NM|RTE_NM_2|RTE_NM_3|RTE_NM_4|Host RTE_NM|Route Label|Street Name|Physical Jurisdiction|Physical Jurisdiciton Name|Maintenance Jurisdiction|Maintenance Jurisdiciton Name|    Start Label|Start Node|Start Node Route Sequence|Star tOffset|Start Milepoint|    End Label|End Node|End Node Route Sequence|End Offset|End Milepoint|    VPDDate|AADT|AADT Quality|Passenger Vehicle|Bus|Truck 2 Axle|Truck 3 Axle|Truck 1 Trailer|Truck 2 Trailer|Class Quality|K Factor|K Factor Quality|Direction Factor|AAWDT|AAWDT Quality|AADT Dir|AADT Quality Dir|PassengerVehicle Dir|Bus Dir|Truck 2 Axle Dir|Truck 3 Axle Dir|Truck 1 Trailer Dir|Truck 2 Trailer Dir|Class Quality Dir|K Factor Dir|K Factor Quality Dir|Direction Factor Dir|AAWDT Dir|AAWDT Quality Dir
785959|0|R-VA002SC01657NB||||R-VA002SC01657NB|02-1657|Birchcrest Lane|002|Albemarle County|002|Albemarle County|    02-1656 Teakwood Dr| 732278|0|0|0|    Cul-de-Sac| 732281|0|0|.15|    11/01/2018|380|T|||||||X||24|||X||||||||||||||
785960|0|R-VA002SC01658EB||||R-VA002SC01658EB|02-1658|Cricklewood Ct|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 732282|0|0|0|    02-1657 Birchcrest Lane| 732280|0|0|.06|    02/13/2018|130|T|||||||X||24|||X||||||||||||||
785961|0|R-VA002SC01659EB||||R-VA002SC01659EB|02-1659|Cherry Bark Lane|002|Albemarle County|002|Albemarle County|    Dead End| 732283|0|0|0|    Dead End| 732284|0|0|.08|    03/20/2018|210|T|||||||X||24|||X||||||||||||||
702195|0|R-VA002SC01660NB||||R-VA002SC01660NB|02-1660|Rosemont Dr|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 708750|0|0|0|    02-637 Dick Woods Rd| 708748|0|0|.58|    09/20/2018|365|R|||||||X||24|||X||||||||||||||
702196|0|R-VA002SC01661EB||||R-VA002SC01661EB|02-1661|Rosewood Lane|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 708754|0|0|0|    02-1660 Rosemont Dr| 708753|0|0|.11|    02/13/2018|70|T|||||||X||24|||X||||||||||||||
702197|0|R-VA002SC01662EB||||R-VA002SC01662EB|02-1662|Trellis Lane|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 708755|0|0|0|    02-1660 Rosemont Dr| 708751|0|0|.06|    02/13/2018|60|T|||||||X||24|||X||||||||||||||
791282|0|R-VA002SC01663EB||||R-VA002SC01663EB|02-1663|Rosedell Lane|002|Albemarle County|002|Albemarle County|    Dead End| 740337|0|0|0|    02-1660 Rosemont Dr| 740336|0|0|.1|    01/17/2018|50|T|||||||X||24|||X||||||||||||||
796755|0|R-VA002SC01664NB||||R-VA002SC01664NB|02-1664|Tanager Woods Dr|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 751443|0|0|0|    02-664 Frays Mountain Rd| 751442|0|0|.3|    02/13/2018|190|T|||||||X||24|||X||||||||||||||
796756|0|R-VA002SC01665EB||||R-VA002SC01665EB|02-1665|Tanager Woods DCt|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 751445|0|0|0|    02-1664| 751444|0|0|.22|    02/13/2018|60|T|||||||X||24|||X||||||||||||||
702198|0|R-VA002SC01666EB||||R-VA002SC01666EB|02-1666|Quail Run|002|Albemarle County|002|Albemarle County|    02-606 Dickerson Rd| 721508|0|0|0|    Dead End| 721509|0|0|.28|    01/01/2022|1260|G|96|0|1|1|1|0|C|.126|6 |.61|1326|G||||||||||||||
782013|0|R-VA002SC01667NB||||R-VA002SC01667NB|02-1667|Kernwood Pl|002|Albemarle County|002|Albemarle County|    02-1670 Ashwood Blvd| 734703|0|0|0|    Cul-de-Sac| 734706|0|0|.06|    02/13/2018|110|T|||||||X||24|||X||||||||||||||
782014|0|R-VA002SC01668NB||||R-VA002SC01668NB|02-1668|Keiser Ridge Rd|002|Albemarle County|002|Albemarle County|    02-1670 Ashwood Blvd| 734704|0|0|0|    Cul-de-Sac| 734707|0|0|.06|    02/13/2018|90|T|||||||X||24|||X||||||||||||||
782015|0|R-VA002SC01669NB||||R-VA002SC01669NB|02-1669|Creekview Lane|002|Albemarle County|002|Albemarle County|    02-1670 Ashwood Blvd| 734702|0|0|0|    Cul-de-Sac| 734708|0|0|.09|    02/13/2018|130|T|||||||X||24|||X||||||||||||||
702199|0|R-VA002SC01670EB||||R-VA002SC01670EB|02-1670|Ashwood Blvd|002|Albemarle County|002|Albemarle County|    US 29 Seminole Trail|1009839|0|0|0|    | 724416|0|0|.66|    08/08/2018|2072|R|||||||X||24|||X||||||||||||||
785712|0|R-VA002SC01670EB||||R-VA002SC01670EB|02-1670|Ashwood Blvd|002|Albemarle County|002|Albemarle County|    02-1680 Thornridge Way| 724416|0|0|.66|    02-1686 Aspenwood Rd| 726878|0|0|.92|    08/08/2018|1745|R|||||||X||24|||X||||||||||||||
785713|0|R-VA002SC01670EB||||R-VA002SC01670EB|02-1670|Ashwood Blvd|002|Albemarle County|002|Albemarle County|    02-1686 Aspenwood Rd| 726878|0|0|.92|    02-1673 Brandermill Dr| 721547|0|0|1.1|    08/08/2018|1951|R|||||||X||24|||X||||||||||||||
782016|0|R-VA002SC01670EB||||R-VA002SC01670EB|02-1670|Ashwood Blvd|002|Albemarle County|002|Albemarle County|    02-1673 Brandermill Dr; 02-1675 Kendalwood Lane| 721547|0|0|1.1|    02-1669 Creekview Lane| 734702|0|0|1.96|    08/08/2018|686|R|||||||X||24|||X||||||||||||||
782133|0|R-VA002SC01671NB||||R-VA002SC01671NB|02-1671|Empress Pl|002|Albemarle County|002|Albemarle County|    02-1672 Empress Pl| 724496|0|0|0|    02-1670 Ashwood Blvd| 724494|0|0|.04|    08/08/2018|110|R|||||||X||24|||X||||||||||||||
782134|0|R-VA002SC01672EB||||R-VA002SC01672EB|02-1672|Empress Pl|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 724497|0|0|0|    02-1671 Empress Pl| 724496|0|0|.03|    02/13/2018|100|T|||||||X||24|||X||||||||||||||
785714|0|R-VA002SC01672EB||||R-VA002SC01672EB|02-1672|Empress Pl|002|Albemarle County|002|Albemarle County|    02-1671 Empress Pl| 724496|0|0|.03|    Cul-de-Sac| 724498|0|0|.08|    02/13/2018|130|T|||||||X||24|||X||||||||||||||
782135|0|R-VA002SC01673EB||||R-VA002SC01673EB|02-1673|Brandermill Dr|002|Albemarle County|002|Albemarle County|    02-1674 Brandermill Pl| 724536|0|0|0|    02-1670; 02-1675| 721547|0|0|.06|    08/08/2018|178|R|||||||X||24|||X||||||||||||||
782136|0|R-VA002SC01674NB||||R-VA002SC01674NB|02-1674|Brandermill Pl|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 724537|0|0|0|    02-1673 Brandermill Dr| 724536|0|0|.07|    01/17/2018|80|T|||||||X||24|||X||||||||||||||
794103|0|R-VA002SC01674NB||||R-VA002SC01674NB|02-1674|Brandermill Pl|002|Albemarle County|002|Albemarle County|    02-1673 Brandermill Dr| 724536|0|0|.07|    Cul-de-Sac| 724538|0|0|.13|    01/17/2018|65|T|||||||X||24|||X||||||||||||||
782137|0|R-VA002SC01675NB||||R-VA002SC01675NB|02-1675|Kendalwood Lane|002|Albemarle County|002|Albemarle County|    02-1670; 02-1673| 721547|0|0|0|    Cul-de-Sac| 724540|0|0|.34|    07/18/2018|470|T|||||||X||24|||X||||||||||||||
783470|0|R-VA002SC01676EB||||R-VA002SC01676EB|02-1676|English Oaks Circle N|002|Albemarle County|002|Albemarle County|    02-1675 Kendalwood Lane| 727731|0|0|0|    Cul-de-Sac| 727733|0|0|.25|    07/18/2018|390|T|||||||X||24|||X||||||||||||||
783471|0|R-VA002SC01677NB||||R-VA002SC01677NB|02-1677|English Oaks Circle|002|Albemarle County|002|Albemarle County|    02-1676 S, English Oaks Circle N| 727734|0|0|0|    02-1676 N, English Oaks Circle N| 727735|0|0|.2|    11/07/2018|165|R|||||||X||24|||X||||||||||||||
782017|0|R-VA002SC01678EB||||R-VA002SC01678EB|02-1678|Stratford Glen St|002|Albemarle County|002|Albemarle County|    02-1679 Stratford Glen Way| 734695|0|0|0|    02-1670; 02-1696| 734679|0|0|.03|    08/08/2017|237|R|||||||X||24|||X||||||||||||||
782019|0|R-VA002SC01679NB||||R-VA002SC01679NB|02-1679|Stratford Glen Way|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 734696|0|0|0|    02-1678 Stratford Glen St| 734695|0|0|.13|    02/13/2018|210|T|||||||X||24|||X||||||||||||||
796606|0|R-VA002SC01679NB||||R-VA002SC01679NB|02-1679|Stratford Glen Way|002|Albemarle County|002|Albemarle County|    02-1678 Stratford Glen St| 734695|0|0|.13|    Cul-de-Sac| 734697|0|0|.19|    02/13/2018|110|T|||||||X||24|||X||||||||||||||
782138|0|R-VA002SC01680EB||||R-VA002SC01680EB|02-1680|Thornridge Way|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 724417|0|0|0|    02-1670 Ashwood Blvd| 724416|0|0|.18|    01/17/2018|65|T|||||||X||24|||X||||||||||||||
782139|0|R-VA002SC01681NB||||R-VA002SC01681NB|02-1681|Fernleaf Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 724422|0|0|0|    02-1680 Thornridge Way| 724419|0|0|.1|    01/17/2018|60|T|||||||X||24|||X||||||||||||||
782140|0|R-VA002SC01682EB||||R-VA002SC01682EB|02-1682|Purple Sage Ct|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 724427|0|0|0|    02-1681 Fernleaf Rd| 724425|0|0|.07|    02/13/2018|150|T|||||||X||24|||X||||||||||||||
782141|0|R-VA002SC01683NB||||R-VA002SC01683NB|02-1683|Coralberry Pl|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 724432|0|0|0|    02-1680; 02-1684| 724418|0|0|.11|    02/13/2018|170|T|||||||X||24|||X||||||||||||||
782142|0|R-VA002SC01684NB||||R-VA002SC01684NB|02-1684|Jasmine Terrace|002|Albemarle County|002|Albemarle County|    02-1680; 02-1683| 724418|0|0|0|    Cul-de-Sac| 724433|0|0|.05|    02/13/2018|110|T|||||||X||24|||X||||||||||||||
782020|0|R-VA002SC01685NB||||R-VA002SC01685NB|02-1685|Ravenscroft Way|002|Albemarle County|002|Albemarle County|    Dead End| 736849|0|0|0|    02-1670 Ashwood Blvd| 736848|0|0|.08|    01/04/2018|150|T|||||||X||24|||X||||||||||||||
783472|0|R-VA002SC01686NB||||R-VA002SC01686NB|02-1686|Aspenwood Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 726880|0|0|0|    02-1670 Ashwood Blvd| 726878|0|0|.22|    07/18/2018|880|T|||||||X||24|||X||||||||||||||
783473|0|R-VA002SC01687EB||||R-VA002SC01687EB|02-1687|Banyan Ct|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 726897|0|0|0|    02-1686 Aspenwood Rd| 726894|0|0|.03|    02/13/2018|120|T|||||||X||24|||X||||||||||||||
783474|0|R-VA002SC01688EB||||R-VA002SC01688EB|02-1688|Foxtail Pines|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 726895|0|0|0|    02-1686 Aspenwood Rd| 726892|0|0|.05|    02/13/2018|110|T|||||||X||24|||X||||||||||||||
783475|0|R-VA002SC01689EB||||R-VA002SC01689EB|02-1689|Alder Rd|002|Albemarle County|002|Albemarle County|    02-1686 Aspenwood Rd| 726893|0|0|0|    02-1690 Indian Laurel Rd| 726896|0|0|.06|    08/08/2018|396|R|||||||X||24|||X||||||||||||||
783476|0|R-VA002SC01690NB||||R-VA002SC01690NB|02-1690|Indian Laurel Rd|002|Albemarle County|002|Albemarle County|    02-1692 Mahogany Pl| 726899|0|0|0|    Cul-de-Sac| 726901|0|0|.17|    03/22/2018|230|T|||||||X||24|||X||||||||||||||
783477|0|R-VA002SC01691EB||||R-VA002SC01691EB|02-1691|Winterberry Ct|002|Albemarle County|002|Albemarle County|    02-1690 Indian Laurel Rd| 726903|0|0|0|    Cul-de-Sac| 726914|0|0|.04|    02/13/2018|130|T|||||||X||24|||X||||||||||||||
783478|0|R-VA002SC01692EB||||R-VA002SC01692EB|02-1692|Mahogany Pl|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 726906|0|0|0|    02-1690 Indian Laurel Rd| 726899|0|0|.03|    02/13/2018|80|T|||||||X||24|||X||||||||||||||
796605|0|R-VA002SC01692EB||||R-VA002SC01692EB|02-1692|Mahogany Pl|002|Albemarle County|002|Albemarle County|    02-1690 Indian Laurel Rd| 726899|0|0|.03|    Cul-de-Sac| 726909|0|0|.07|    02/13/2018|100|T|||||||X||24|||X||||||||||||||
702200|0|R-VA002SC01694NB||||R-VA002SC01694NB|02-1694|Branchlands Blvd|002|Albemarle County|002|Albemarle County|    02-1427 Hillsdale Dr| 710682|0|0|0|    US 29 Seminole Trail|1009857|0|0|.13|    11/07/2018|4087|R|||||||X||24|||X||||||||||||||
702201|0|R-VA002SC01695NB||||R-VA002SC01695NB|02-1695|Mall Dr|002|Albemarle County|002|Albemarle County|    02-1427 Hillsdale Dr| 706036|0|0|0|    Dead End| 706038|0|0|.07|    11/07/2018|2487|R|||||||X||24|||X||||||||||||||
782021|0|R-VA002SC01696EB||||R-VA002SC01696EB|02-1696|Chimney Rd|002|Albemarle County|002|Albemarle County|    02-1670; 02-1678| 734679|0|0|0|    02-1698; 02-1699| 734685|0|0|.09|    08/08/2018|369|R|||||||X||24|||X||||||||||||||
782022|0|R-VA002SC01697NB||||R-VA002SC01697NB|02-1697|Chimney Springs|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 734692|0|0|0|    02-1696 Chimney Rd| 734686|0|0|.09|    02/13/2018|170|T|||||||X||24|||X||||||||||||||
782023|0|R-VA002SC01698EB||||R-VA002SC01698EB|02-1698|Chimney Ridge|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 734693|0|0|0|    02-1696; 02-1699| 734685|0|0|.07|    02/13/2018|140|T|||||||X||24|||X||||||||||||||
782025|0|R-VA002SC01699NB||||R-VA002SC01699NB|02-1699|Magnolia Bend|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 734694|0|0|0|    02-1696; 02-1698| 734685|0|0|.19|    02/13/2018|360|T|||||||X||24|||X||||||||||||||
702202|0|R-VA002SC01701NB||||R-VA002SC01701NB|02-1701|Westover Dr|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 702385|0|0|0|    02-1702 Westover Circle| 111068|0|0|.32|    03/22/2018|180|T|||||||X||24|||X||||||||||||||
702203|0|R-VA002SC01701NB||||R-VA002SC01701NB|02-1701|Westover Dr|002|Albemarle County|002|Albemarle County|    02-1702 Westover Cicle| 111068|0|0|.32|    02-675 Lake Albemarle Rd| 110298|0|0|.52|    11/07/2018|166|R|||||||X||24|||X||||||||||||||
702204|0|R-VA002SC01702NB||||R-VA002SC01702NB|02-1702|Westover Circle|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 111070|0|0|0|    02-1701 Westover Dr| 111068|0|0|.1|    01/17/2018|35|T|||||||X||24|||X||||||||||||||
702205|0|R-VA002SC01703EB||||R-VA002SC01703EB|02-1703|Dunmore Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 111071|0|0|0|    02-614 Garth Rd| 110061|0|0|.25|    09/20/2018|660|T|||||||X||24|||X||||||||||||||
791283|0|R-VA002SC01705EB||||R-VA002SC01705EB|02-1705|Loring Run|002|Albemarle County|002|Albemarle County|    02-1711; 02-1712 (pre-update)|1146567|0|0|0|    02-1177 Dunlora Dr| 719969|0|0|.35|    08/22/2018|628|R|||||||X||24|||X||||||||||||||
791284|0|R-VA002SC01706NB||||R-VA002SC01706NB|02-1706|Loring Circle|002|Albemarle County|002|Albemarle County|    02-1705 Loring Run| 740408|0|0|0|    02-1705 Loring Run| 740409|0|0|.18|    08/22/2018|121|R|||||||X||24|||X||||||||||||||
791285|0|R-VA002SC01707NB||||R-VA002SC01707NB|02-1707|Loring Place|002|Albemarle County|002|Albemarle County|    02-1705 Loring Run| 740409|0|0|0|    Dead End| 740410|0|0|.05|    02/13/2018|80|T|||||||X||24|||X||||||||||||||
791286|0|R-VA002SC01708NB||||R-VA002SC01708NB|02-1708|Ambrose Way|002|Albemarle County|002|Albemarle County|    Dead End| 740411|0|0|0|    02-1706 Loring Circle| 740412|0|0|.05|    02/13/2018|80|T|||||||X||24|||X||||||||||||||
796433|0|R-VA002SC01709EB||||R-VA002SC01709EB|02-1709|Shepards Ridge Rd|002|Albemarle County|002|Albemarle County|    Dead End| 748834|0|0|0|    02-1710 N, Shepherds Ridge Circle| 740405|0|0|.27|    08/22/2018|360|T|||||||X||24|||X||||||||||||||
791287|0|R-VA002SC01709EB||||R-VA002SC01709EB|02-1709|Shepherds Ridge Rd|002|Albemarle County|002|Albemarle County|    02-1710 N, Shepherds Ridge Circle| 740405|0|0|.27|    02-1177 Dunlora Dr| 727669|0|0|.58|    08/22/2018|617|R|||||||X||24|||X||||||||||||||
791288|0|R-VA002SC01710NB||||R-VA002SC01710NB|02-1710|Shepherds Ridge Circle|002|Albemarle County|002|Albemarle County|    02-1709 S, Shepherds Ridge Rd| 740406|0|0|0|    02-1709 N, Shepherds Ridge Rd| 740405|0|0|.17|    08/22/2018|448|R|||||||X||24|||X||||||||||||||
793650|0|R-VA002SC01711EB||||R-VA002SC01711EB|02-1711|Breckenridge Ct|002|Albemarle County|002|Albemarle County|    02-1705 Loring Run| 745907|0|0|0|    Dead End| 745920|0|0|.06|    02/13/2018|110|T|||||||X||24|||X||||||||||||||
793651|0|R-VA002SC01712EB||||R-VA002SC01712EB|02-1712|Pike Pl|002|Albemarle County|002|Albemarle County|    Dead End| 745910|0|0|0|    02-1705 Loring Run| 745907|0|0|.04|    02/13/2018|100|T|||||||X||24|||X||||||||||||||
795516|0|R-VA002SC01713NB||||R-VA002SC01713NB|02-1713|Townbrook Xing|002|Albemarle County|002|Albemarle County|    02-1709 NORTH| 748836|0|0|0|    Dead End; Gap|1263545|0|0|.1|    11/14/2018|41|R|||||||X||24|||X||||||||||||||
795517|0|R-VA002SC01713NB||||R-VA002SC01713NB|02-1713|Townbrook Xing|002|Albemarle County|002|Albemarle County|    Dead End; Gap|1263545|0|0|.1|    02-1709 SOUTH| 748835|0|0|.22|    11/20/2018|68|R|||||||X||24|||X||||||||||||||
796757|0|R-VA002SC01719NB||||R-VA002SC01719NB|02-1719|Town Center Dr|002|Albemarle County|002|Albemarle County|    US 29 Seminole Trail| 743763|0|0|0|    02-606 Dickerson Rd| 755917|0|0|.56|    09/18/2018|1889|R|||||||X||24|||X||||||||||||||
702206|0|R-VA002SC01720EB||||R-VA002SC01720EB|02-1720|Timberwood Pkwy|002|Albemarle County|002|Albemarle County|    02-1731 Cove Pointe Rd| 710699|0|0|0|    02-1752 Timber Pointe Rd| 710702|0|0|.81|    08/02/2018|1522|R|||||||X||24|||X||||||||||||||
783139|0|R-VA002SC01720EB||||R-VA002SC01720EB|02-1720|Timberwood Pkwy|002|Albemarle County|002|Albemarle County|    02-1752 Timber Pointe Rd| 710702|0|0|.81|    Dead End| 724894|0|0|1.01|    07/18/2018|570|T|||||||X||24|||X||||||||||||||
702207|0|R-VA002SC01721NB||||R-VA002SC01721NB|02-1721|Timberwood Blvd|002|Albemarle County|002|Albemarle County|    02-1720 Timberwood Pkwy| 710697|0|0|0|    |1054052|0|0|1.07|    01/01/2022|4222|G|99|0|1|0|0|0|C|.118|6 |.6|4448|G||||||||||||||
702208|0|R-VA002SC01722EB||||R-VA002SC01722EB|02-1722|Worth Xing|002|Albemarle County|002|Albemarle County|    US 29 Seminole Trail| 719913|0|0|0|    02-1721 Timberwood Blvd| 710696|0|0|.15|    09/12/2018|1525|R|||||||X||24|||X||||||||||||||
702209|0|R-VA002SC01722EB||||R-VA002SC01722EB|02-1722|Worth Xing|002|Albemarle County|002|Albemarle County|    02-1721 Timberwood Blvd| 710696|0|0|.15|    02-649 Proffitt Rd| 710695|0|0|.54|    09/12/2018|1916|R|||||||X||24|||X||||||||||||||
702210|0|R-VA002SC01723EB||||R-VA002SC01723EB|02-1723|Steeplechase Run|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 710714|0|0|0|    02-1720 W, Timberwood Pkwy| 710701|0|0|.18|    01/04/2018|490|T|||||||X||24|||X||||||||||||||
702211|0|R-VA002SC01723EB||||R-VA002SC01723EB|02-1723|Cross Timber Rd|002|Albemarle County|002|Albemarle County|    02-1720 W, Timberwood Pkwy| 710701|0|0|.18|    02-1734 Malbon Dr| 717989|0|0|.29|    04/10/2018|908|R|||||||X||24|||X||||||||||||||
702212|0|R-VA002SC01723EB||||R-VA002SC01723EB|02-1723|Cross Timber Rd|002|Albemarle County|002|Albemarle County|    02-1734 Malbon Dr| 717989|0|0|.29|    02-1737 Watercrest Dr| 717990|0|0|.39|    04/10/2018|702|R|||||||X||24|||X||||||||||||||
702213|0|R-VA002SC01723EB||||R-VA002SC01723EB|02-1723|Cross Timber Rd|002|Albemarle County|002|Albemarle County|    02-1737 Watercrest Dr| 717990|0|0|.39|    02-1741 Highland Ridge Rd| 717991|0|0|.52|    04/10/2018|68|R|||||||X||24|||X||||||||||||||
702214|0|R-VA002SC01723EB||||R-VA002SC01723EB|02-1723|Cross Timber Rd|002|Albemarle County|002|Albemarle County|    02-1741 Highland Ridge Rd| 717991|0|0|.52|    02-1749 Heather Glen Rd| 717992|0|0|.62|    04/10/2018|306|R|||||||X||24|||X||||||||||||||
702215|0|R-VA002SC01723EB||||R-VA002SC01723EB|02-1723|Cross Timber Rd|002|Albemarle County|002|Albemarle County|    02-1749 Heather Glen Rd| 717992|0|0|.62|    02-1720 E, Timberwood Pkwy| 717988|0|0|.69|    04/10/2018|803|R|||||||X||24|||X||||||||||||||
702216|0|R-VA002SC01724NB||||R-VA002SC01724NB|02-1724|Crossfield Lane|002|Albemarle County|002|Albemarle County|    02-1723 Steeplechase Run| 710712|0|0|0|    Cul-de-Sac| 710713|0|0|.08|    01/04/2018|105|R|||||||X||24|||X||||||||||||||
702217|0|R-VA002SC01725NB||||R-VA002SC01725NB|02-1725|Saddlebrook Lane|002|Albemarle County|002|Albemarle County|    02-1723 Steeplechase Run| 710710|0|0|0|    Cul-de-Sac| 710711|0|0|.15|    01/04/2018|375|T|||||||X||24|||X||||||||||||||
702218|0|R-VA002SC01726EB||||R-VA002SC01726EB|02-1726|Jumpers Run|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 710706|0|0|0|    02-1725 Saddlebrook Lane| 710708|0|0|.19|    01/04/2018|190|T|||||||X||24|||X||||||||||||||
702219|0|R-VA002SC01727NB||||R-VA002SC01727NB|02-1727|Sagebrush Ct|002|Albemarle County|002|Albemarle County|    02-1726 Jumpers Run| 710707|0|0|0|    Cul-de-Sac| 710709|0|0|.04|    01/04/2018|50|T|||||||X||24|||X||||||||||||||
702220|0|R-VA002SC01728EB||||R-VA002SC01728EB|02-1728|Amberfield Dr|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 710715|0|0|0|    02-1730 Amberfield Trail| 710716|0|0|.09|    03/15/2018|110|T|||||||X||24|||X||||||||||||||
785716|0|R-VA002SC01728EB||||R-VA002SC01728EB|02-1728|Amberfield Dr|002|Albemarle County|002|Albemarle County|    02-1730 Amberfield Trail| 710716|0|0|.09|    02-1729 Amberfield Ct| 710717|0|0|.12|    04/10/2018|230|R|||||||X||24|||X||||||||||||||
785715|0|R-VA002SC01728EB||||R-VA002SC01728EB|02-1728|Amberfield Dr|002|Albemarle County|002|Albemarle County|    02-1729 Amberfield Ct| 710717|0|0|.12|    02-1720 Timberwood Pkwy| 710700|0|0|.21|    04/10/2018|250|R|||||||X||24|||X||||||||||||||
702221|0|R-VA002SC01729NB||||R-VA002SC01729NB|02-1729|Amberfield Ct|002|Albemarle County|002|Albemarle County|    02-1728 Amberfield Dr| 710717|0|0|0|    Cul-de-Sac| 710718|0|0|.03|    01/04/2018|50|T|||||||X||24|||X||||||||||||||
702222|0|R-VA002SC01730NB||||R-VA002SC01730NB|02-1730|Amberfield Trail|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 710719|0|0|0|    02-1728 Amberfield Dr| 710716|0|0|.11|    01/04/2018|140|T|||||||X||24|||X||||||||||||||
702223|0|R-VA002SC01731EB||||R-VA002SC01731EB|02-1731|Cove Pointe Rd|002|Albemarle County|002|Albemarle County|    02-1733 Cove Trace| 710721|0|0|0|    02-1732 Cove Lane| 710723|0|0|.04|    03/29/2018|146|R|||||||X||24|||X||||||||||||||
785717|0|R-VA002SC01731EB||||R-VA002SC01731EB|02-1731|Cove Pointe Rd|002|Albemarle County|002|Albemarle County|    02-1732 Cove Lane| 710723|0|0|.04|    02-1720 Timberwood Pkwy| 710699|0|0|.08|    03/29/2018|298|R|||||||X||24|||X||||||||||||||
702224|0|R-VA002SC01732NB||||R-VA002SC01732NB|02-1732|Cove Lane|002|Albemarle County|002|Albemarle County|    02-1731 Cove Pointe Rd| 710723|0|0|0|    Cul-de-Sac| 710724|0|0|.08|    01/04/2018|90|T|||||||X||24|||X||||||||||||||
702225|0|R-VA002SC01733NB||||R-VA002SC01733NB|02-1733|Cove Trace|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 710720|0|0|0|    02-1731 Cove Pointe Rd| 710721|0|0|.06|    01/04/2018|75|T|||||||X||24|||X||||||||||||||
785718|0|R-VA002SC01733NB||||R-VA002SC01733NB|02-1733|Cove Trace|002|Albemarle County|002|Albemarle County|    02-1731 Cove Pointe Rd| 710721|0|0|.06|    Cul-de-Sac| 710722|0|0|.14|    01/08/2018|60|T|||||||X||24|||X||||||||||||||
702226|0|R-VA002SC01734NB||||R-VA002SC01734NB|02-1734|Malbon Dr|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 717993|0|0|0|    02-1723 Cross Timber Rd| 717989|0|0|.09|    01/04/2018|205|T|||||||X||24|||X||||||||||||||
702227|0|R-VA002SC01734NB||||R-VA002SC01734NB|02-1734|Malbon Dr|002|Albemarle County|002|Albemarle County|    02-1723 Cross Timber Rd| 717989|0|0|.09|    02-1735 Becker Lane| 717994|0|0|.13|    04/11/2018|201|R|||||||X||24|||X||||||||||||||
702228|0|R-VA002SC01734NB||||R-VA002SC01734NB|02-1734|Malbon Dr|002|Albemarle County|002|Albemarle County|    02-1735 Becker Lane| 717994|0|0|.13|    02-1736 Barron Ct| 717995|0|0|.17|    04/10/2018|150|R|||||||X||24|||X||||||||||||||
702229|0|R-VA002SC01734NB||||R-VA002SC01734NB|02-1734|Malbon Dr|002|Albemarle County|002|Albemarle County|    02-1736 Barron Ct| 717995|0|0|.17|    Cul-de-Sac| 717996|0|0|.25|    01/08/2018|75|T|||||||X||24|||X||||||||||||||
702230|0|R-VA002SC01735EB||||R-VA002SC01735EB|02-1735|Becker Lane|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 718009|0|0|0|    02-1734 Malbon Dr| 717994|0|0|.06|    01/04/2018|55|T|||||||X||24|||X||||||||||||||
702231|0|R-VA002SC01736EB||||R-VA002SC01736EB|02-1736|Barron Ct|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 718010|0|0|0|    02-1734 Malbon Dr| 717995|0|0|.05|    01/04/2018|55|T|||||||X||24|||X||||||||||||||
702232|0|R-VA002SC01737NB||||R-VA002SC01737NB|02-1737|Watercrest Dr|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 718000|0|0|0|    02-1740 Copper Knoll Rd| 718001|0|0|.12|    01/08/2018|80|T|||||||X||24|||X||||||||||||||
